Text,Label
మీ రెచార్జ్ విజయవంతమైంది,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF2261,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF8767,0
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9285637003 ను సంప్రదించండి,1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ రెచార్జ్ విజయవంతమైంది,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/31780",1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9778133495 ను సంప్రదించండి,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9958013782 ను సంప్రదించండి,1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ ఖాతాలో ₹250 జమ చేయబడింది,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF9033,0
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9183804739 ను సంప్రదించండి,1
మీ రెచార్జ్ విజయవంతమైంది,0
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF2484,0
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9520441804 ను సంప్రదించండి,1
మీ బ్యాలెన్స్ ₹1000 ఉంది,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9922006112,1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ విద్యుత్ బిల్లు ఈ నెల ₹500 రూపాయలు,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ఖాతాలో ₹250 జమ చేయబడింది,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/54317 క్లిక్ చేయండి,1
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/35738,1
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9714264882,1
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF8793,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/38029 క్లిక్ చేయండి,1
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/96156,1
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9607525847 ను సంప్రదించండి,1
మీ విద్యుత్ బిల్లు ఈ నెల ₹250 రూపాయలు,0
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/33698,1
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/77267",1
మీ బ్యాలెన్స్ ₹100 ఉంది,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF7387,0
మీ బ్యాలెన్స్ ₹1000 ఉంది,0
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/52590,1
మీ ఖాతాలో ₹1000 జమ చేయబడింది,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9566691377,1
మీ బ్యాలెన్స్ ₹2000 ఉంది,0
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/67879,1
మీ బ్యాలెన్స్ ₹2000 ఉంది,0
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/33491",1
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ఖాతాలో ₹500 జమ చేయబడింది,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/31699 క్లిక్ చేయండి,1
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF9617,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9394195618,1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ ఖాతాలో ₹2000 జమ చేయబడింది,0
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/51564,1
మీ బ్యాలెన్స్ ₹2000 ఉంది,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/61323 క్లిక్ చేయండి,1
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ ఖాతాలో ₹500 జమ చేయబడింది,0
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/95437,1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/25380",1
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/72514 సందర్శించండి,1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/62666 సందర్శించండి,1
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/79131,1
మీ రెచార్జ్ విజయవంతమైంది,0
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/48624 క్లిక్ చేయండి,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9667044979,1
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/25493 క్లిక్ చేయండి,1
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/62787,1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF6969,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF5298,0
మీ విద్యుత్ బిల్లు ఈ నెల ₹1000 రూపాయలు,0
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/19726,1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/46956,1
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/53258,1
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/80078",1
మీ ఖాతాలో ₹100 జమ చేయబడింది,0
మీ రెచార్జ్ విజయవంతమైంది,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/45903",1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/42854 సందర్శించండి,1
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/26186",1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9910418495,1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/36847",1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/23423 సందర్శించండి,1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ఖాతాలో ₹100 జమ చేయబడింది,0
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/86656 సందర్శించండి,1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF3375,0
మీ బ్యాలెన్స్ ₹100 ఉంది,0
మీ విద్యుత్ బిల్లు ఈ నెల ₹250 రూపాయలు,0
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/17655 క్లిక్ చేయండి,1
మీ విద్యుత్ బిల్లు ఈ నెల ₹1000 రూపాయలు,0
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ రెచార్జ్ విజయవంతమైంది,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/38870",1
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9110357457 ను సంప్రదించండి,1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/42609 సందర్శించండి,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/57875,1
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ బ్యాలెన్స్ ₹100 ఉంది,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/92189 క్లిక్ చేయండి,1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/58029",1
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9383328374 ను సంప్రదించండి,1
మీ విద్యుత్ బిల్లు ఈ నెల ₹500 రూపాయలు,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ విద్యుత్ బిల్లు ఈ నెల ₹500 రూపాయలు,0
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9981268171 ను సంప్రదించండి,1
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9811585479,1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9429425348,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF3173,0
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/96359,1
మీ ఖాతాలో ₹250 జమ చేయబడింది,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/49793",1
మీ ఖాతాలో ₹250 జమ చేయబడింది,0
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF7386,0
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ ఖాతాలో ₹250 జమ చేయబడింది,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/46422 క్లిక్ చేయండి,1
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ ఖాతాలో ₹250 జమ చేయబడింది,0
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF8675,0
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/81864",1
మీ రెచార్జ్ విజయవంతమైంది,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF7117,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/48163 సందర్శించండి,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/20800 సందర్శించండి,1
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/98069",1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/47485 సందర్శించండి,1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/45570 క్లిక్ చేయండి,1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/71880 సందర్శించండి,1
మీ బ్యాలెన్స్ ₹2000 ఉంది,0
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ రెచార్జ్ విజయవంతమైంది,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/20180 క్లిక్ చేయండి,1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9237030520 ను సంప్రదించండి,1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/17490 క్లిక్ చేయండి,1
మీ విద్యుత్ బిల్లు ఈ నెల ₹2000 రూపాయలు,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/96332 సందర్శించండి,1
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/12242,1
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9384677795 ను సంప్రదించండి,1
మీ రెచార్జ్ విజయవంతమైంది,0
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/74092,1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ బ్యాలెన్స్ ₹500 ఉంది,0
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9186874381 ను సంప్రదించండి,1
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9920117462 ను సంప్రదించండి,1
మీ ఖాతాలో ₹1000 జమ చేయబడింది,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF5329,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/38043 సందర్శించండి,1
మీ ఖాతాలో ₹2000 జమ చేయబడింది,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/81131",1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ విద్యుత్ బిల్లు ఈ నెల ₹2000 రూపాయలు,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF1383,0
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/54713,1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9521447812,1
మీ రెచార్జ్ విజయవంతమైంది,0
మీ విద్యుత్ బిల్లు ఈ నెల ₹2000 రూపాయలు,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ విద్యుత్ బిల్లు ఈ నెల ₹2000 రూపాయలు,0
మీ ఖాతాలో ₹500 జమ చేయబడింది,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/83760,1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9870768455,1
మీ విద్యుత్ బిల్లు ఈ నెల ₹250 రూపాయలు,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/89428 క్లిక్ చేయండి,1
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/75172 క్లిక్ చేయండి,1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/16574 సందర్శించండి,1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/90421 సందర్శించండి,1
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/15194,1
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF2909,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF7248,0
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ ఖాతాలో ₹100 జమ చేయబడింది,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF9858,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9567723853,1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/66530,1
మీ ఖాతాలో ₹2000 జమ చేయబడింది,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/13027 క్లిక్ చేయండి,1
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/17061,1
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/98482",1
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9213782158 ను సంప్రదించండి,1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/63707 క్లిక్ చేయండి,1
మీ రెచార్జ్ విజయవంతమైంది,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ బ్యాలెన్స్ ₹100 ఉంది,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/79254 క్లిక్ చేయండి,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ ఖాతాలో ₹500 జమ చేయబడింది,0
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9946621537 ను సంప్రదించండి,1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9245113744,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/37306,1
మీ రెచార్జ్ విజయవంతమైంది,0
మీ ఖాతాలో ₹250 జమ చేయబడింది,0
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/46651,1
మీ బ్యాలెన్స్ ₹250 ఉంది,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ విద్యుత్ బిల్లు ఈ నెల ₹250 రూపాయలు,0
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/46716,1
మీ బ్యాలెన్స్ ₹500 ఉంది,0
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9590671892 ను సంప్రదించండి,1
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9575872828 ను సంప్రదించండి,1
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/71343,1
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9636592757 ను సంప్రదించండి,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF7959,0
